MN00,17,235,1256,212.555597,Captured,212.555603,210.986664,186.034546,185.693756,1438,256,3411,1076,235,234,217,217,234,217,197.000000,105.000000,1.876190,527002919334082270000000000000000000.000000,0.000000,0.000000,23.000000,29
MN00,17,235,1284,211.663193,Captured,212.555603,210.986664,186.034546,185.693756,3268,830,3411,1076,235,234,217,217,234,217,196.000000,101.000000,1.940594,527002919334082270000000000000000000.000000,0.000000,0.000000,25.000000,29
MN00,17,234,1317,210.986671,Captured,212.555603,210.986664,186.034546,185.693756,3536,1076,3411,1076,235,234,217,217,234,217,193.000000,101.000000,1.910891,527002919334082270000000000000000000.000000,0.000000,0.000000,26.000000,29
MN00,14,217,2352,186.034545,Captured,212.555603,210.986664,186.034546,185.693756,2720,284,3411,1076,235,234,217,217,234,217,154.000000,82.000000,1.878049,527002919334082270000000000000000000.000000,0.000000,0.000000,34.000000,29
MN00,14,217,2366,185.693757,Captured,212.555603,210.986664,186.034546,185.693756,6095,757,3411,1076,235,234,217,217,234,217,149.000000,79.000000,1.886076,527002919334082270000000000000000000.000000,0.000000,0.000000,38.000000,29

MN00,17,229,1711,203.973098,Captured,203.973099,203.604889,186.785187,186.448776,1518,266,4978,1228,229,229,211,211,229,211,173.000000,92.000000,1.880435,527002919334082270000000000000000000.000000,0.000000,0.000000,26.000000,34
MN00,17,229,1682,203.604894,Captured,203.973099,203.604889,186.785187,186.448776,4825,1228,4978,1228,229,229,211,211,229,211,183.000000,101.000000,1.811881,527002919334082270000000000000000000.000000,0.000000,0.000000,31.000000,34
MN00,14,211,2740,186.785188,Captured,203.973099,203.604889,186.785187,186.448776,6083,882,4978,1228,229,229,211,211,229,211,149.000000,75.000000,1.986667,527002919334082270000000000000000000.000000,0.000000,0.000000,39.000000,34
MN00,14,211,2739,186.448781,Captured,203.973099,203.604889,186.785187,186.448776,7488,925,4978,1228,229,229,211,211,229,211,146.000000,75.000000,1.946667,527002919334082270000000000000000000.000000,0.000000,0.000000,41.000000,34

MN00,17,222,2120,195.618837,Captured,195.618835,195.465546,184.100388,184.093262,4672,847,5868,847,222,222,205,204,222,204,168.000000,83.000000,2.024096,527002919334082270000000000000000000.000000,0.000000,0.000000,34.000000,37
MN00,17,222,2125,195.465547,Captured,195.618835,195.465546,184.100388,184.093262,4650,762,5868,847,222,222,205,204,222,204,166.000000,92.000000,1.804348,527002919334082270000000000000000000.000000,0.000000,0.000000,34.000000,37
MN00,14,205,3200,184.093263,Captured,195.618835,195.465546,184.100388,184.093262,7085,811,5868,847,222,222,205,204,222,204,136.000000,64.000000,2.125000,527002919334082270000000000000000000.000000,0.000000,0.000000,41.000000,37
MN00,14,204,3198,184.100382,Captured,195.618835,195.465546,184.100388,184.093262,7065,782,5868,847,222,222,205,204,222,204,135.000000,66.000000,2.045455,527002919334082270000000000000000000.000000,0.000000,0.000000,41.000000,37

MN00,17,221,2604,203.140856,Not Captured,203.567444,203.140854,191.846222,190.995544,10082,4108,9768,4108,221,221,206,206,221,206,162.000000,76.000000,2.131579,527002919334082270000000000000000000.000000,0.000000,0.000000,37.000000,39
MN00,17,221,2596,203.567441,Not Captured,203.567444,203.140854,191.846222,190.995544,6657,2334,9768,4108,221,221,206,206,221,206,163.000000,74.000000,2.202703,527002919334082270000000000000000000.000000,0.000000,0.000000,34.000000,39
MN00,14,206,3808,191.174407,Not Captured,203.567444,203.140854,191.846222,190.995544,11505,3191,9768,4108,221,221,206,206,221,206,130.000000,59.000000,2.203390,527002919334082270000000000000000000.000000,0.000000,0.000000,42.000000,39
MN00,14,206,3805,190.995547,Not Captured,203.567444,203.140854,191.846222,190.995544,12191,3472,9768,4108,221,221,206,206,221,206,130.000000,58.000000,2.241379,527002919334082270000000000000000000.000000,0.000000,0.000000,43.000000,39
MN00,14,206,3795,191.192669,Not Captured,203.567444,203.140854,191.846222,190.995544,10410,2834,9768,4108,221,221,206,206,221,206,128.000000,60.000000,2.133333,527002919334082270000000000000000000.000000,0.000000,0.000000,41.000000,39
MN00,14,206,3797,191.097021,Not Captured,203.567444,203.140854,191.846222,190.995544,11517,3104,9768,4108,221,221,206,206,221,206,130.000000,61.000000,2.131148,527002919334082270000000000000000000.000000,0.000000,0.000000,42.000000,39
MN00,14,206,3781,191.459198,Not Captured,203.567444,203.140854,191.846222,190.995544,7250,1900,9768,4108,221,221,206,206,221,206,120.000000,57.000000,2.105263,527002919334082270000000000000000000.000000,0.000000,0.000000,39.000000,39
MN00,14,206,3779,191.846224,Not Captured,203.567444,203.140854,191.846222,190.995544,7862,1762,9768,4108,221,221,206,206,221,206,131.000000,59.000000,2.220339,527002919334082270000000000000000000.000000,0.000000,0.000000,39.000000,39
MN00,14,206,3782,191.023783,Not Captured,203.567444,203.140854,191.846222,190.995544,10445,2823,9768,4108,221,221,206,206,221,206,131.000000,59.000000,2.220339,527002919334082270000000000000000000.000000,0.000000,0.000000,41.000000,39

MN00,17,218,2792,200.203762,Not Captured,200.203766,200.136948,187.203964,186.358734,8738,3104,11156,3762,218,218,203,202,218,202,158.000000,77.000000,2.051948,527002919334082270000000000000000000.000000,0.000000,0.000000,37.000000,43
MN00,17,218,2772,200.136951,Not Captured,200.203766,200.136948,187.203964,186.358734,9313,3319,11156,3762,218,218,203,202,218,202,160.000000,74.000000,2.162162,527002919334082270000000000000000000.000000,0.000000,0.000000,37.000000,43
