76,1,0.996094,0.000000,0

86,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

91,1,0.996094,0.000000,0

86,1,0.996094,0.000000,0

85,1,0.996094,0.000000,0

80,1,0.996094,0.000000,0

71,1,0.996094,0.000000,0

75,1,0.996094,0.000000,0

63,1,0.996094,0.000000,0

82,1,0.996094,0.000000,0

72,0,0.996094,0.000000,0

78,0,0.996094,0.000000,0

83,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

71,0,0.996094,0.000000,0

74,0,0.996094,0.000000,0

80,1,0.996094,0.000000,0

85,1,0.996094,0.000000,0

56,1,0.996094,0.000000,0

83,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

81,1,0.942187,0.000000,0

90,1,0.996094,0.000000,0

88,1,0.996094,0.000000,0

91,1,0.996094,0.000000,0

60,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

91,1,0.996094,0.000000,0

79,1,0.996094,0.000000,0

71,1,0.996094,0.000000,0

86,1,0.996094,0.000000,0

88,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

81,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

71,1,0.996094,0.000000,0

76,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

78,1,0.996094,0.000000,0

85,1,0.996094,0.000000,0

59,0,0.589844,0.410156,0

90,1,0.996094,0.000000,0

61,0,0.699219,0.300781,0

63,0,0.933594,0.000000,0

62,0,0.945313,0.000000,0

59,0,0.984375,0.000000,0

61,0,0.980469,0.000000,0

61,0,0.914063,0.000000,0

64,0,0.617188,0.382813,0

58,0,0.785156,0.214844,0

59,0,0.828125,0.171875,0

64,1,0.632813,0.367188,0

62,0,0.527344,0.472656,0

61,0,0.863281,0.136719,0

60,0,0.753906,0.246094,0

51,0,0.855469,0.144531,0

49,0,0.679688,0.320313,0

53,0,0.804688,0.195313,0

54,0,0.539063,0.460938,0

50,1,0.945313,0.000000,0

62,0,0.652344,0.347656,0

62,0,0.628906,0.371094,0

54,0,0.886719,0.113281,0

50,0,0.621094,0.378906,0

46,0,0.632813,0.367188,0

63,0,0.652344,0.347656,0

50,0,0.906250,0.000000,0

51,0,0.835938,0.164063,0

52,0,0.714844,0.285156,0

