50,0,0.707031,0.292969,0

51,0,0.851563,0.148438,0

50,0,0.730469,0.269531,0

49,0,0.691406,0.308594,0

49,0,0.628906,0.371094,0

50,0,0.667969,0.332031,0

49,0,0.773438,0.226563,0

51,0,0.773438,0.226563,0

65,1,0.996094,0.000000,0

86,1,0.996094,0.000000,0

74,1,0.996094,0.000000,0

90,1,0.996094,0.000000,0

91,1,0.996094,0.000000,0

83,1,0.996094,0.000000,0

48,0,0.550781,0.449219,0

73,1,0.996094,0.000000,0

86,1,0.996094,0.000000,0

59,0,0.992188,0.000000,0

45,0,0.976563,0.000000,0

51,0,0.628906,0.371094,0

45,0,0.910156,0.000000,0

56,0,0.996094,0.000000,0

47,0,0.988281,0.000000,0

80,1,0.996094,0.000000,0

50,0,0.714844,0.285156,0

51,0,0.988281,0.000000,0

51,0,0.996094,0.000000,0

49,0,0.988281,0.000000,0

52,0,0.839844,0.160156,0

47,0,0.812500,0.187500,0

55,0,0.570313,0.429688,0

47,0,0.652344,0.347656,0

61,0,0.644531,0.355469,0

59,0,0.511719,0.488281,0

64,0,0.628906,0.371094,0

58,0,0.570313,0.429688,0

59,0,0.753906,0.246094,0

64,0,0.699219,0.300781,0

64,0,0.871094,0.128906,0

61,0,0.566406,0.433594,0

49,0,0.757813,0.242188,0

48,0,0.933594,0.000000,0

62,0,0.632813,0.367188,0

62,0,0.910156,0.000000,0

60,0,0.617188,0.382813,0

52,0,0.511719,0.488281,0

63,0,0.968750,0.000000,0

47,0,0.601563,0.398438,0

61,0,0.558594,0.441406,0

62,0,0.859375,0.140625,0

62,0,0.757813,0.242188,0

54,0,0.609375,0.390625,0

50,0,0.898438,0.101563,0

50,0,0.632813,0.367188,0

49,0,0.835938,0.164063,0

50,0,0.839844,0.160156,0

58,0,0.519531,0.480469,0

50,0,0.816406,0.183594,0

50,0,0.640625,0.359375,0

58,0,0.812500,0.187500,0

47,0,0.910156,0.000000,0

50,0,0.566406,0.433594,0

50,0,0.921875,0.000000,0

58,0,0.691406,0.308594,0

56,0,0.933594,0.000000,0

49,0,0.863281,0.136719,0

48,0,0.734375,0.265625,0

47,0,0.792969,0.207031,0

57,0,0.585938,0.414063,0

51,0,0.679688,0.320313,0

48,0,0.804688,0.195313,0

49,0,0.507813,0.492188,0

52,0,0.804688,0.195313,0

48,0,0.773438,0.226563,0

51,0,0.539063,0.460938,0

56,0,0.597656,0.402344,0

47,0,0.500000,0.500000,0

50,0,0.804688,0.195313,0

47,0,0.890625,0.109375,0

48,0,0.527344,0.472656,0

48,0,0.511719,0.488281,0

47,0,0.820313,0.179688,0

49,0,0.601563,0.398438,0

50,0,0.933594,0.000000,0

50,0,0.601563,0.398438,0

52,0,0.738281,0.261719,0

49,0,0.871094,0.128906,0

56,0,0.867188,0.132813,0

56,0,0.945313,0.000000,0

55,0,0.835938,0.164063,0

49,1,0.953125,0.000000,0

53,0,0.988281,0.000000,0

46,0,0.738281,0.261719,0

68,0,0.500000,0.500000,0

80,0,0.546875,0.453125,0

53,0,0.851563,0.148438,0

57,0,0.792969,0.207031,0

56,0,0.843750,0.156250,0

55,0,0.687500,0.312500,0

57,0,0.855469,0.144531,0

53,0,0.640625,0.359375,0

59,0,0.546875,0.453125,0

53,0,0.628906,0.371094,0

63,0,0.531250,0.468750,0

64,0,0.511719,0.488281,0

58,0,0.707031,0.292969,0

55,0,0.914063,0.000000,0

48,0,0.531250,0.468750,0

58,0,0.824219,0.175781,0

87,1,0.996094,0.000000,0

78,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

76,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

73,1,0.996094,0.000000,0

56,1,0.972656,0.000000,0

73,1,0.996094,0.000000,0

73,1,0.996094,0.000000,0

82,1,0.992188,0.000000,0

60,1,0.972656,0.000000,0

59,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

69,1,0.996094,0.000000,0

66,1,0.996094,0.000000,0

74,0,0.996094,0.000000,0

76,0,0.992188,0.000000,0

77,0,0.992188,0.000000,0

85,1,0.996094,0.000000,0

84,1,0.996094,0.000000,0

82,1,0.996094,0.000000,0

84,1,0.996094,0.000000,0

84,1,0.996094,0.000000,0

67,0,0.929688,0.000000,0

78,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

69,1,0.984375,0.000000,0

81,1,0.996094,0.000000,0

83,0,0.996094,0.000000,0

80,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

76,1,0.996094,0.000000,0

90,1,0.996094,0.000000,0

79,1,0.996094,0.000000,0

79,1,0.996094,0.000000,0

75,1,0.996094,0.000000,0

84,1,0.996094,0.000000,0

86,1,0.996094,0.000000,0

88,1,0.996094,0.000000,0

90,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

84,1,0.996094,0.000000,0

78,1,0.996094,0.000000,0

85,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

85,0,0.996094,0.000000,0

85,0,0.996094,0.000000,0

84,0,0.996094,0.000000,0

88,0,0.996094,0.000000,0

85,0,0.996094,0.000000,0

88,1,0.996094,0.000000,0

75,1,0.996094,0.000000,0

76,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

72,1,0.996094,0.000000,0

71,1,0.996094,0.000000,0

76,1,0.996094,0.000000,0

87,0,0.996094,0.000000,0

87,0,0.996094,0.000000,0

88,1,0.996094,0.000000,0

90,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

70,0,0.757813,0.242188,0

79,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

75,1,0.996094,0.000000,0

71,1,0.996094,0.000000,0

86,1,0.996094,0.000000,0

88,1,0.996094,0.000000,0

84,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

68,1,0.996094,0.000000,0

89,1,0.996094,0.000000,0

75,1,0.996094,0.000000,0

70,1,0.996094,0.000000,0

79,1,0.996094,0.000000,0

64,1,0.996094,0.000000,0

77,1,0.996094,0.000000,0

66,1,0.996094,0.000000,0

90,1,0.996094,0.000000,0

87,1,0.996094,0.000000,0

85,1,0.996094,0.000000,0

74,1,0.996094,0.000000,0

79,1,0.996094,0.000000,0

71,1,0.996094,0.000000,0

64,1,0.996094,0.000000,0

66,1,0.996094,0.000000,0

57,1,0.996094,0.000000,0

90,1,0.996094,0.000000,0

90,1,0.996094,0.000000,0

