Emp_ID,PWM_Value,Mean,Blur,Texture,Status,Max High Texture,Min High Texture,Max low Texture,Min low Texture,texture_framecount,texture_iriscount,average_textureff,max_texture_iris_count,max_high_meanvalue,min_high_meanvalue,max_low_meanvalue,min_low_meanvalue,average_high_mean,average_low_mean,iris_mean,pupil_mean,mean ratio,Laplcian count,max_lap,min_lap,magnitude,average_mag
MN00,17,239,1078,224.419528,Not Captured,224.419525,222.900330,206.413223,205.374283,6030,4025,21739,11856,239,239,217,217,239,217,190.000000,114.000000,1.666667,0.000000,0.000000,0.000000,17.000000,29
MN00,17,239,1138,222.900332,Not Captured,224.419525,222.900330,206.413223,205.374283,17868,11856,21739,11856,239,239,217,217,239,217,189.000000,114.000000,1.657895,0.000000,0.000000,0.000000,22.000000,29
MN00,11,217,3268,206.413219,Not Captured,224.419525,222.900330,206.413223,205.374283,17119,5825,21739,11856,239,239,217,217,239,217,123.000000,75.000000,1.640000,0.000000,0.000000,0.000000,28.000000,29
MN00,11,217,3290,206.103789,Not Captured,224.419525,222.900330,206.413223,205.374283,23838,8450,21739,11856,239,239,217,217,239,217,123.000000,72.000000,1.708333,0.000000,0.000000,0.000000,31.000000,29
MN00,11,217,3304,205.374277,Not Captured,224.419525,222.900330,206.413223,205.374283,30024,10913,21739,11856,239,239,217,217,239,217,123.000000,71.000000,1.732394,0.000000,0.000000,0.000000,34.000000,29
MN00,11,217,3295,205.545796,Not Captured,224.419525,222.900330,206.413223,205.374283,26625,9118,21739,11856,239,239,217,217,239,217,123.000000,75.000000,1.640000,0.000000,0.000000,0.000000,32.000000,29
MN00,11,217,3294,206.133658,Not Captured,224.419525,222.900330,206.413223,205.374283,23525,8445,21739,11856,239,239,217,217,239,217,123.000000,73.000000,1.684932,0.000000,0.000000,0.000000,31.000000,29
MN00,11,217,3302,205.747364,Not Captured,224.419525,222.900330,206.413223,205.374283,25688,8587,21739,11856,239,239,217,217,239,217,123.000000,74.000000,1.662162,0.000000,0.000000,0.000000,32.000000,29
MN00,11,217,3294,205.808302,Not Captured,224.419525,222.900330,206.413223,205.374283,18820,5747,21739,11856,239,239,217,217,239,217,123.000000,72.000000,1.708333,0.000000,0.000000,0.000000,29.000000,29
MN00,11,217,3304,206.225394,Not Captured,224.419525,222.900330,206.413223,205.374283,21544,7490,21739,11856,239,239,217,217,239,217,122.000000,73.000000,1.671233,0.000000,0.000000,0.000000,30.000000,29
MN00,11,217,3310,205.377323,Not Captured,224.419525,222.900330,206.413223,205.374283,28058,9504,21739,11856,239,239,217,217,239,217,123.000000,73.000000,1.684932,0.000000,0.000000,0.000000,33.000000,29

MN00,17,241,924,224.490773,Not Captured,225.176636,224.490768,207.413559,205.808578,12286,9052,17897,11284,241,241,219,218,241,218,196.000000,118.000000,1.661017,0.000000,0.000000,0.000000,19.000000,28
MN00,17,241,929,225.176634,Not Captured,225.176636,224.490768,207.413559,205.808578,12768,9528,17897,11284,241,241,219,218,241,218,196.000000,119.000000,1.647059,0.000000,0.000000,0.000000,20.000000,28
MN00,11,219,2998,206.672624,Not Captured,225.176636,224.490768,207.413559,205.808578,11156,3185,17897,11284,241,241,219,218,241,218,127.000000,77.000000,1.649351,0.000000,0.000000,0.000000,26.000000,28
MN00,11,219,3004,207.085676,Not Captured,225.176636,224.490768,207.413559,205.808578,7934,2464,17897,11284,241,241,219,218,241,218,127.000000,76.000000,1.671053,0.000000,0.000000,0.000000,25.000000,28
MN00,11,218,3045,206.442026,Not Captured,225.176636,224.490768,207.413559,205.808578,23233,9223,17897,11284,241,241,219,218,241,218,126.000000,76.000000,1.657895,0.000000,0.000000,0.000000,32.000000,28
MN00,11,218,3020,205.959408,Not Captured,225.176636,224.490768,207.413559,205.808578,17113,6259,17897,11284,241,241,219,218,241,218,126.000000,77.000000,1.636364,0.000000,0.000000,0.000000,29.000000,28
MN00,11,218,3033,206.145302,Not Captured,225.176636,224.490768,207.413559,205.808578,18160,6518,17897,11284,241,241,219,218,241,218,126.000000,74.000000,1.702703,0.000000,0.000000,0.000000,30.000000,28
MN00,11,219,3012,207.413564,Not Captured,225.176636,224.490768,207.413559,205.808578,14596,5042,17897,11284,241,241,219,218,241,218,126.000000,78.000000,1.615385,0.000000,0.000000,0.000000,29.000000,28
MN00,11,219,3031,206.406179,Not Captured,225.176636,224.490768,207.413559,205.808578,23633,8939,17897,11284,241,241,219,218,241,218,127.000000,74.000000,1.716216,0.000000,0.000000,0.000000,32.000000,28
MN00,11,218,3054,205.808581,Not Captured,225.176636,224.490768,207.413559,205.808578,28490,11284,17897,11284,241,241,219,218,241,218,127.000000,75.000000,1.693333,0.000000,0.000000,0.000000,34.000000,28
MN00,11,218,3049,205.889751,Not Captured,225.176636,224.490768,207.413559,205.808578,27507,10834,17897,11284,241,241,219,218,241,218,127.000000,78.000000,1.628205,0.000000,0.000000,0.000000,34.000000,28

MN00,17,234,1793,223.065745,Not Captured,223.312912,223.065750,208.649063,207.147629,17823,14015,18781,14015,234,234,215,215,234,215,172.000000,104.000000,1.653846,0.000000,0.000000,0.000000,22.000000,26
MN00,17,234,1773,223.312916,Not Captured,223.312912,223.065750,208.649063,207.147629,14473,11505,18781,14015,234,234,215,215,234,215,172.000000,103.000000,1.669903,0.000000,0.000000,0.000000,21.000000,26
MN00,11,215,4026,207.285303,Not Captured,223.312912,223.065750,208.649063,207.147629,22447,11121,18781,14015,234,234,215,215,234,215,112.000000,64.000000,1.750000,0.000000,0.000000,0.000000,30.000000,26
MN00,11,215,4028,207.481204,Not Captured,223.312912,223.065750,208.649063,207.147629,20127,10304,18781,14015,234,234,215,215,234,215,107.000000,64.000000,1.671875,0.000000,0.000000,0.000000,29.000000,26
MN00,11,215,4020,207.842981,Not Captured,223.312912,223.065750,208.649063,207.147629,18389,9166,18781,14015,234,234,215,215,234,215,112.000000,66.000000,1.696970,0.000000,0.000000,0.000000,28.000000,26
MN00,11,215,4021,208.278807,Not Captured,223.312912,223.065750,208.649063,207.147629,14854,7033,18781,14015,234,234,215,215,234,215,111.000000,63.000000,1.761905,0.000000,0.000000,0.000000,26.000000,26
MN00,11,215,4028,207.524200,Not Captured,223.312912,223.065750,208.649063,207.147629,21231,10796,18781,14015,234,234,215,215,234,215,112.000000,65.000000,1.723077,0.000000,0.000000,0.000000,29.000000,26
MN00,11,215,4026,208.649070,Not Captured,223.312912,223.065750,208.649063,207.147629,16512,7791,18781,14015,234,234,215,215,234,215,110.000000,64.000000,1.718750,0.000000,0.000000,0.000000,27.000000,26
MN00,11,215,4047,207.147634,Not Captured,223.312912,223.065750,208.649063,207.147629,23174,11169,18781,14015,234,234,215,215,234,215,110.000000,64.000000,1.718750,0.000000,0.000000,0.000000,30.000000,26

MN00,17,243,808,231.188708,Not Captured,231.434021,231.188705,216.065567,215.775131,10199,8991,20430,13689,243,243,227,226,243,226,199.000000,111.000000,1.792793,0.000000,0.000000,0.000000,15.000000,24
MN00,17,243,819,231.434025,Not Captured,231.434021,231.188705,216.065567,215.775131,10802,9366,20430,13689,243,243,227,226,243,226,198.000000,109.000000,1.816514,0.000000,0.000000,0.000000,15.000000,24
MN00,11,226,2619,216.065562,Not Captured,231.434021,231.188705,216.065567,215.775131,20328,10763,20430,13689,243,243,227,226,243,226,128.000000,71.000000,1.802817,0.000000,0.000000,0.000000,26.000000,24
MN00,11,226,2633,215.775137,Not Captured,231.434021,231.188705,216.065567,215.775131,25148,13254,20430,13689,243,243,227,226,243,226,129.000000,69.000000,1.869565,0.000000,0.000000,0.000000,28.000000,24
MN00,11,227,2623,216.046343,Not Captured,231.434021,231.188705,216.065567,215.775131,22958,12397,20430,13689,243,243,227,226,243,226,129.000000,68.000000,1.897059,0.000000,0.000000,0.000000,28.000000,24
MN00,11,226,2632,215.869024,Not Captured,231.434021,231.188705,216.065567,215.775131,24786,13073,20430,13689,243,243,227,226,243,226,128.000000,68.000000,1.882353,0.000000,0.000000,0.000000,28.000000,24
MN00,11,226,2635,215.947817,Not Captured,231.434021,231.188705,216.065567,215.775131,24224,13689,20430,13689,243,243,227,226,243,226,126.000000,68.000000,1.852941,0.000000,0.000000,0.000000,28.000000,24
MN00,11,226,2628,216.053501,Not Captured,231.434021,231.188705,216.065567,215.775131,21683,11513,20430,13689,243,243,227,226,243,226,128.000000,71.000000,1.802817,0.000000,0.000000,0.000000,26.000000,24
MN00,11,226,2635,216.034748,Not Captured,231.434021,231.188705,216.065567,215.775131,23744,12783,20430,13689,243,243,227,226,243,226,128.000000,70.000000,1.828571,0.000000,0.000000,0.000000,27.000000,24

MN00,17,243,838,230.419371,Not Captured,230.852722,230.419373,216.684189,216.047867,17654,14642,21036,14642,243,243,226,226,243,226,199.000000,111.000000,1.792793,0.000000,0.000000,0.000000,18.000000,24
MN00,17,243,833,230.852724,Not Captured,230.852722,230.419373,216.684189,216.047867,13111,11213,21036,14642,243,243,226,226,243,226,199.000000,110.000000,1.809091,0.000000,0.000000,0.000000,17.000000,24
MN00,11,226,2688,216.213750,Not Captured,230.852722,230.419373,216.684189,216.047867,24493,13343,21036,14642,243,243,226,226,243,226,127.000000,68.000000,1.867647,0.000000,0.000000,0.000000,27.000000,24
MN00,11,226,2674,216.525331,Not Captured,230.852722,230.419373,216.684189,216.047867,20177,10890,21036,14642,243,243,226,226,243,226,127.000000,70.000000,1.814286,0.000000,0.000000,0.000000,26.000000,24
MN00,11,226,2679,216.101192,Not Captured,230.852722,230.419373,216.684189,216.047867,25190,13639,21036,14642,243,243,226,226,243,226,127.000000,69.000000,1.840580,0.000000,0.000000,0.000000,28.000000,24
MN00,11,226,2677,216.047861,Not Captured,230.852722,230.419373,216.684189,216.047867,25205,13307,21036,14642,243,243,226,226,243,226,127.000000,68.000000,1.867647,0.000000,0.000000,0.000000,28.000000,24
MN00,11,226,2665,216.301744,Not Captured,230.852722,230.419373,216.684189,216.047867,23591,12158,21036,14642,243,243,226,226,243,226,127.000000,68.000000,1.867647,0.000000,0.000000,0.000000,27.000000,24
MN00,11,226,2665,216.431366,Not Captured,230.852722,230.419373,216.684189,216.047867,22725,12084,21036,14642,243,243,226,226,243,226,127.000000,68.000000,1.867647,0.000000,0.000000,0.000000,26.000000,24
MN00,11,226,2653,216.684189,Not Captured,230.852722,230.419373,216.684189,216.047867,17179,9148,21036,14642,243,243,226,226,243,226,127.000000,68.000000,1.867647,0.000000,0.000000,0.000000,25.000000,24

MN00,17,243,731,230.004250,Not Captured,230.430328,230.004257,216.327744,215.691162,8868,7038,12801,9226,244,243,227,226,243,226,199.000000,122.000000,1.631148,0.000000,0.000000,0.000000,15.000000,21
MN00,17,244,698,230.401244,Not Captured,230.430328,230.004257,216.327744,215.691162,6985,5450,12801,9226,244,243,227,226,243,226,199.000000,119.000000,1.672269,0.000000,0.000000,0.000000,14.000000,21
MN00,17,244,701,230.430323,Not Captured,230.430328,230.004257,216.327744,215.691162,7606,5886,12801,9226,244,243,227,226,243,226,199.000000,116.000000,1.715517,0.000000,0.000000,0.000000,15.000000,21
MN00,11,227,2380,215.899637,Not Captured,230.430328,230.004257,216.327744,215.691162,15769,7041,12801,9226,244,243,227,226,243,226,135.000000,88.000000,1.534091,0.000000,0.000000,0.000000,25.000000,21
MN00,11,227,2381,215.823405,Not Captured,230.430328,230.004257,216.327744,215.691162,16220,7737,12801,9226,244,243,227,226,243,226,135.000000,87.000000,1.551724,0.000000,0.000000,0.000000,25.000000,21
MN00,11,227,2388,215.798248,Not Captured,230.430328,230.004257,216.327744,215.691162,18474,9226,12801,9226,244,243,227,226,243,226,135.000000,88.000000,1.534091,0.000000,0.000000,0.000000,26.000000,21
MN00,11,226,2387,215.691167,Not Captured,230.430328,230.004257,216.327744,215.691162,17457,8731,12801,9226,244,243,227,226,243,226,136.000000,89.000000,1.528090,0.000000,0.000000,0.000000,25.000000,21
MN00,11,227,2375,216.327737,Not Captured,230.430328,230.004257,216.327744,215.691162,10308,5017,12801,9226,244,243,227,226,243,226,135.000000,86.000000,1.569767,0.000000,0.000000,0.000000,22.000000,21
MN00,11,227,2378,216.052669,Not Captured,230.430328,230.004257,216.327744,215.691162,12868,4726,12801,9226,244,243,227,226,243,226,135.000000,87.000000,1.551724,0.000000,0.000000,0.000000,23.000000,21
MN00,11,227,2374,216.327396,Not Captured,230.430328,230.004257,216.327744,215.691162,13459,6127,12801,9226,244,243,227,226,243,226,136.000000,86.000000,1.581395,0.000000,0.000000,0.000000,23.000000,21

